id_municipio,nome_municipio,sigla_uf,bioma_predominante,n_focos,risco_fogo_medio,frp_medio,dias_sem_chuva_medio,precipitacao_media,centroide_lat,centroide_lon
3300258,Arraial do Cabo,RJ,Mata Atlântica,8,0.9917,7.100,14.88,0.100,-22.937684,-42.173271
3171402,Vieiras,MG,Mata Atlântica,8,0.9675,2.200,3.12,3.230,-20.894706,-42.264100
4312054,Marques de Souza,RS,Mata Atlântica,8,0.0313,6.187,4.25,0.000,-29.333369,-52.121456
4119806,Planalto,PR,Mata Atlântica,8,0.2363,6.162,5.38,0.125,-25.730455,-53.666988
3555356,Ubarana,SP,Mata Atlântica,8,0.5167,3.238,2.88,0.110,-21.189679,-49.742491
4306007,Crissiumal,RS,Mata Atlântica,8,0.1037,3.550,7.25,0.529,-27.465218,-54.179902
4101853,Ariranha do Ivaí,PR,Mata Atlântica,8,0.2775,3.388,2.50,6.736,-24.355026,-51.575693
3555505,Ubirajara,SP,Cerrado,8,0.7163,4.957,3.12,0.000,-22.562455,-49.629424
5107156,Reserva do Cabaçal,MT,Cerrado,8,0.6325,12.463,2.00,2.146,-14.987481,-58.408213
2802205,Feira Nova,SE,Mata Atlântica,8,1.0000,4.463,16.50,0.049,-10.277035,-37.323080
4208401,Itapiranga,SC,Mata Atlântica,8,0.1113,3.087,4.00,0.775,-27.098257,-53.713950
4305587,Colinas,RS,Mata Atlântica,8,0.7650,5.312,5.00,0.000,-29.364644,-51.882437
4209508,Laurentino,SC,Mata Atlântica,8,0.1200,3.663,5.12,0.805,-27.219520,-49.734406
3106903,Bicas,MG,Mata Atlântica,8,0.3029,4.675,4.38,0.165,-21.727944,-43.084832
2706604,Paulo Jacinto,AL,Mata Atlântica,8,0.9938,4.788,11.62,0.000,-9.400189,-36.447035
4213104,Piratuba,SC,Mata Atlântica,8,0.0625,6.150,9.38,0.390,-27.444994,-51.758657
4304952,Caseiros,RS,Mata Atlântica,8,0.1413,4.162,4.62,0.650,-28.263630,-51.658299
4320008,Sapucaia do Sul,RS,Pampa,8,0.0000,3.225,2.12,6.315,-29.818439,-51.161396
4210506,Maravilha,SC,Mata Atlântica,8,0.0383,2.837,3.50,0.145,-26.773935,-53.217351
4308078,Fazenda Vilanova,RS,Mata Atlântica,8,0.2150,6.412,4.75,0.030,-29.575261,-51.823855
4214151,Princesa,SC,Mata Atlântica,8,0.0850,2.413,5.25,0.094,-26.417324,-53.618513
4305124,Cerrito,RS,Pampa,8,0.4525,3.613,6.50,0.000,-31.667224,-52.841511
4207650,Iporã do Oeste,SC,Mata Atlântica,8,0.1138,3.963,3.38,0.011,-26.991081,-53.481302
4311239,Lagoa Bonita do Sul,RS,Mata Atlântica,8,0.0388,7.562,4.12,0.256,-29.507405,-53.066160
4126652,Sulina,PR,Mata Atlântica,8,0.1037,3.887,4.75,0.000,-25.701800,-52.721534
4120200,Porto Rico,PR,Mata Atlântica,8,0.5137,5.487,4.25,0.460,-22.806294,-53.289941
3507753,Brejo Alegre,SP,Mata Atlântica,8,0.7337,3.875,4.50,0.074,-21.153814,-50.215027
3515707,Ferraz de Vasconcelos,SP,Mata Atlântica,8,0.7450,1.537,8.00,0.610,-23.568237,-46.370151
3115359,Catas Altas,MG,Mata Atlântica,8,0.6350,3.763,13.50,0.297,-20.078431,-43.394040
4308854,Gentil,RS,Mata Atlântica,8,0.1471,4.313,5.00,0.000,-28.366216,-52.041405
3532207,Narandiba,SP,Mata Atlântica,8,1.0000,1.525,21.38,0.731,-22.439322,-51.525336
3163201,São José do Alegre,MG,Mata Atlântica,8,0.8888,5.225,6.88,0.037,-22.310868,-45.548763
4303905,Campo Bom,RS,Mata Atlântica,8,0.6660,10.938,3.50,0.000,-29.656139,-51.041129
2915502,Itajuípe,BA,Mata Atlântica,8,0.7013,3.950,5.88,0.025,-14.650794,-39.495168
2403400,Equador,RN,Caatinga,8,1.0000,7.638,24.25,0.000,-6.914185,-36.677364
3509809,Campos Novos Paulista,SP,Cerrado,8,1.0000,31.225,17.50,0.000,-22.536465,-50.104471
3150109,Piau,MG,Mata Atlântica,8,0.5300,7.925,11.88,8.444,-21.515964,-43.292701
2408706,Paraú,RN,Caatinga,8,1.0000,3.129,13.50,0.000,-5.764365,-37.089319
3513900,Divinolândia,SP,Mata Atlântica,8,0.3062,19.250,5.00,3.055,-21.653110,-46.756426
2704104,Lagoa da Canoa,AL,Caatinga,8,1.0000,5.175,7.43,0.000,-9.785496,-36.732830
2515609,Serra da Raiz,PB,Caatinga,7,0.8729,9.314,23.57,0.014,-6.715061,-35.449667
2401859,Caiçara do Norte,RN,Caatinga,7,0.7000,2.857,41.43,0.383,-5.197309,-36.087369
4308904,Getúlio Vargas,RS,Mata Atlântica,7,0.0800,6.243,1.83,0.333,-27.862687,-52.184931
4106555,Corumbataí do Sul,PR,Mata Atlântica,7,0.5271,5.586,5.57,6.227,-24.092180,-52.117881
4311908,Marcelino Ramos,RS,Mata Atlântica,7,0.0829,7.186,8.00,0.599,-27.481239,-51.927261
2404804,Ipueira,RN,Caatinga,7,0.9614,5.857,13.14,0.084,-6.794597,-37.224749
4211009,Mondaí,SC,Mata Atlântica,7,0.1457,9.529,5.29,0.097,-27.097903,-53.451270
3540101,Pongaí,SP,Mata Atlântica,7,0.5843,5.757,1.14,2.116,-21.754100,-49.351411
3542503,Reginópolis,SP,Mata Atlântica,7,0.3557,8.457,9.43,5.820,-21.916241,-49.200670
2411700,São Bento do Trairí,RN,Caatinga,7,0.8371,4.329,35.86,0.000,-6.371839,-36.057661
3107000,Biquinhas,MG,Cerrado,7,0.7186,5.443,16.57,0.659,-18.747327,-45.487617
3544509,Rubinéia,SP,Mata Atlântica,7,0.6729,5.300,7.86,0.416,-20.265571,-51.008020
4113759,Lunardelli,PR,Mata Atlântica,7,0.7750,10.114,1.86,2.379,-24.075900,-51.749596
4117255,Nova Prata do Iguaçu,PR,Mata Atlântica,7,0.4417,8.514,3.86,1.267,-25.621316,-53.396576
4123501,Santa Helena,PR,Mata Atlântica,7,0.3500,5.743,3.67,0.163,-24.955237,-54.278176
4116109,Moreira Sales,PR,Mata Atlântica,7,0.6114,15.214,6.43,0.043,-24.003123,-53.021669
4302220,Boa Vista do Cadeado,RS,Pampa,7,0.2086,4.686,4.43,0.097,-28.738687,-53.873190
4313607,Paim Filho,RS,Mata Atlântica,7,0.1886,4.086,5.71,0.153,-27.730050,-51.784990
3104601,Astolfo Dutra,MG,Mata Atlântica,7,0.8257,7.300,6.43,0.000,-21.307377,-42.867444
2933174,Varzedo,BA,Mata Atlântica,7,0.8457,6.386,6.00,0.000,-12.914456,-39.406564
4310306,Ilópolis,RS,Mata Atlântica,7,0.0586,2.571,5.00,0.000,-28.919509,-52.110009
3534906,Pacaembu,SP,Mata Atlântica,7,0.5243,5.471,7.14,0.687,-21.440520,-51.283671
4319307,São Paulo das Missões,RS,Mata Atlântica,7,0.5443,3.743,4.71,0.129,-28.019304,-54.945293
3532702,Nipoã,SP,Mata Atlântica,7,0.7886,6.071,7.43,0.000,-20.888486,-49.796963
2509339,Matinhas,PB,Caatinga,7,0.7517,4.929,6.17,0.023,-7.111930,-35.742713
2411429,Santana do Seridó,RN,Caatinga,7,0.9500,5.971,25.29,0.339,-6.727636,-36.748314
4307005,Erechim,RS,Mata Atlântica,7,0.0740,4.157,2.14,0.584,-27.614731,-52.242161
4111555,Ivaté,PR,Mata Atlântica,7,0.8100,3.371,2.00,1.007,-23.498219,-53.373409
5201603,Araçu,GO,Cerrado,7,0.5843,9.000,15.43,0.950,-16.402666,-49.704837
4115606,Matelândia,PR,Mata Atlântica,7,0.2133,6.557,2.57,0.029,-25.289480,-53.959021
4202081,Bandeirante,SC,Mata Atlântica,7,0.0857,7.700,3.00,0.077,-26.751577,-53.630823
4110052,Iguatu,PR,Mata Atlântica,7,0.4257,5.786,5.00,0.540,-24.711026,-53.086810
4317806,Santo Augusto,RS,Mata Atlântica,7,0.3300,4.029,2.86,0.336,-27.870900,-53.795674
3125002,Ewbank da Câmara,MG,Mata Atlântica,7,0.7300,6.400,9.43,0.093,-21.559210,-43.522683
3527256,Lourdes,SP,Mata Atlântica,7,0.1871,5.871,1.00,2.513,-20.945833,-50.207501
4323770,Westfália,RS,Mata Atlântica,7,0.0529,3.814,5.29,0.411,-29.399840,-51.736773
4308458,Fortaleza dos Valos,RS,Pampa,7,0.0700,3.871,4.57,1.237,-28.948319,-53.354874
3541059,Pratânia,SP,Cerrado,7,0.9300,6.743,1.14,0.291,-22.824250,-48.677906
3138005,Laranjal,MG,Mata Atlântica,7,0.9186,3.600,15.14,0.019,-21.366186,-42.441877
4300208,Ajuricaba,RS,Mata Atlântica,7,0.2857,3.057,4.14,0.000,-28.189943,-53.746974
4314555,Pirapó,RS,Mata Atlântica,7,0.1457,4.057,6.00,0.114,-28.081280,-55.229623
3101409,Albertina,MG,Mata Atlântica,7,0.7643,5.014,5.29,0.504,-22.197604,-46.635009
3520400,Ilhabela,SP,Mata Atlântica,7,0.4457,1.929,15.29,0.730,-23.815957,-45.361559
4314134,Paulo Bento,RS,Mata Atlântica,7,0.3386,4.400,3.71,0.000,-27.714529,-52.384017
4200507,Águas de Chapecó,SC,Mata Atlântica,7,0.1233,4.314,6.14,0.014,-27.034654,-52.945373
3146206,Ouro Verde de Minas,MG,Mata Atlântica,7,0.9757,3.429,47.29,0.000,-18.012189,-41.288693
3161056,São Félix de Minas,MG,Mata Atlântica,7,0.2729,5.971,6.00,7.516,-18.585070,-41.480167
4311809,Marau,RS,Mata Atlântica,7,0.2014,2.471,5.00,2.291,-28.444674,-52.231350
4313391,Novo Cabrais,RS,Mata Atlântica,7,0.4729,8.743,3.71,0.794,-29.775763,-52.978879
4204459,Coronel Martins,SC,Mata Atlântica,7,0.2071,2.957,8.00,0.124,-26.527304,-52.690466
4321477,Tiradentes do Sul,RS,Mata Atlântica,7,0.1357,6.214,4.57,0.029,-27.329741,-54.146143
2503506,Cacimba de Dentro,PB,Caatinga,7,0.9957,5.029,22.29,0.000,-6.683804,-35.783211
2501351,Assunção,PB,Caatinga,7,0.9975,8.057,9.50,0.000,-7.066817,-36.717106
4210555,Marema,SC,Mata Atlântica,7,0.1800,4.871,4.43,1.584,-26.810730,-52.627501
4305009,Catuípe,RS,Mata Atlântica,7,0.6586,4.214,5.14,0.000,-28.151584,-54.036944
4206603,Guarujá do Sul,SC,Mata Atlântica,7,0.0743,3.329,3.71,0.013,-26.391770,-53.437917
3158607,Santana do Deserto,MG,Mata Atlântica,7,0.8550,12.314,6.67,0.000,-21.960240,-43.198634
4320453,Sério,RS,Mata Atlântica,7,0.0757,9.157,4.86,0.627,-29.376717,-52.267640
3148202,Patrocínio do Muriaé,MG,Mata Atlântica,7,0.9657,3.943,13.29,0.154,-21.164350,-42.231149
4201802,Atalanta,SC,Mata Atlântica,7,0.3143,4.929,3.57,0.094,-27.445100,-49.742841
3550704,São Sebastião,SP,Mata Atlântica,7,0.3533,4.743,9.86,4.521,-23.754113,-45.621511
3203106,Jerônimo Monteiro,ES,Mata Atlântica,7,0.9286,2.900,3.14,0.150,-20.741534,-41.351739
2414159,Tenente Laurentino Cruz,RN,Caatinga,7,1.0000,4.014,49.14,0.014,-6.149037,-36.729140
3553005,Taguaí,SP,Mata Atlântica,7,0.5729,4.686,5.43,0.387,-23.433711,-49.419820
3112208,Capela Nova,MG,Mata Atlântica,7,0.9786,21.229,14.00,0.209,-20.929073,-43.622537
3167905,Tabuleiro,MG,Mata Atlântica,7,0.9986,5.429,20.43,0.014,-21.388236,-43.211161
4107900,Floresta,PR,Mata Atlântica,7,0.8214,4.171,5.57,0.686,-23.577369,-52.069109
4311700,Machadinho,RS,Mata Atlântica,7,0.1043,5.571,5.86,0.043,-27.584661,-51.696644
4201703,Ascurra,SC,Mata Atlântica,7,0.0814,4.557,5.43,0.049,-26.977474,-49.351889
4121109,Quinta do Sol,PR,Mata Atlântica,7,0.7914,9.157,2.86,0.859,-23.859174,-52.129770
3156452,Rosário da Limeira,MG,Mata Atlântica,7,0.7257,4.400,10.57,0.000,-21.007406,-42.538293
3127388,Goianá,MG,Mata Atlântica,7,0.9786,4.800,1.86,0.000,-21.554053,-43.212051
3509452,Campina do Monte Alegre,SP,Mata Atlântica,7,0.9486,8.571,5.29,0.043,-23.555320,-48.480541
4321626,Travesseiro,RS,Mata Atlântica,7,0.0600,15.229,4.86,0.000,-29.237423,-52.140314
3504404,Avanhandava,SP,Mata Atlântica,7,0.4400,18.314,3.43,0.001,-21.457586,-49.950973
4118907,Pérola,PR,Mata Atlântica,7,0.5200,6.986,1.43,0.000,-23.818511,-53.700479
4119657,Pitangueiras,PR,Mata Atlântica,7,0.3986,35.729,6.14,1.091,-23.217616,-51.540777
,PINGO D'ÁGUA,MG,Mata Atlântica,7,0.9957,2.643,14.57,0.521,-19.760403,-42.425643
4108106,Flórida,PR,Mata Atlântica,7,0.2929,8.429,3.43,0.000,-23.080527,-51.953769
2510659,Parari,PB,Caatinga,7,1.0000,10.143,29.14,0.000,-7.332454,-36.642644
2500577,Algodão de Jandaíra,PB,Caatinga,6,0.8917,5.800,22.00,0.000,-6.858618,-35.950912
4300646,Ametista do Sul,RS,Mata Atlântica,6,0.0317,6.050,7.67,0.462,-27.338722,-53.203813
2800407,Arauá,SE,Mata Atlântica,6,1.0000,4.683,16.33,0.100,-11.251650,-37.601722
2901502,Anguera,BA,Mata Atlântica,6,1.0000,7.567,21.00,0.083,-12.222813,-39.178725
2929107,São Felipe,BA,Mata Atlântica,6,0.9900,4.150,9.50,0.050,-12.864750,-39.094667
2413706,Sítio Novo,RN,Caatinga,6,1.0000,5.267,19.40,0.000,-6.106420,-35.927257
2502151,Boa Vista,PB,Caatinga,6,0.8333,6.350,24.50,0.000,-7.290190,-36.186707
4312302,Miraguaí,RS,Mata Atlântica,6,0.2133,6.017,6.00,0.033,-27.487408,-53.739857
4310538,Itaara,RS,Mata Atlântica,6,0.5833,4.750,6.83,0.863,-29.579217,-53.749575
4117206,Nova Olímpia,PR,Mata Atlântica,6,0.7483,6.033,5.17,11.642,-23.408222,-53.048488
2504850,Coxixola,PB,Caatinga,6,0.8367,3.800,54.33,0.000,-7.657820,-36.626582
3543238,Ribeirão dos Índios,SP,Mata Atlântica,6,0.0583,7.850,2.50,9.558,-21.715572,-51.544258
4320602,Severiano de Almeida,RS,Mata Atlântica,6,0.0575,3.817,4.33,0.000,-27.385582,-52.074515
4117222,Nova Santa Rosa,PR,Mata Atlântica,6,0.7383,3.183,2.33,1.370,-24.451007,-53.945567
2929750,Saubara,BA,Mata Atlântica,6,0.4280,5.583,,0.605,-12.795502,-38.791243
3530409,Mirassolândia,SP,Cerrado,6,0.3883,8.217,3.50,2.030,-20.606025,-49.490362
3535903,Paranapuã,SP,Mata Atlântica,6,0.4317,9.700,4.50,1.940,-20.074612,-50.589513
3541703,Quatá,SP,Mata Atlântica,6,0.5683,8.483,10.00,0.437,-22.247208,-50.697168
3534500,Oscar Bressane,SP,Mata Atlântica,6,0.7033,19.200,6.67,1.445,-22.299707,-50.258117
4211306,Navegantes,SC,Mata Atlântica,6,0.3100,2.533,1.17,1.737,-26.845245,-48.706525
4301503,Augusto Pestana,RS,Mata Atlântica,6,0.3133,6.600,3.17,0.003,-28.471815,-53.997633
4113429,Lidianópolis,PR,Mata Atlântica,6,0.3167,7.500,2.83,4.520,-24.089547,-51.661263
4313425,Novo Machado,RS,Mata Atlântica,6,0.2050,3.100,3.00,0.067,-27.528545,-54.513325
4302238,Boa Vista do Incra,RS,Pampa,6,0.1033,2.383,6.67,5.383,-28.854083,-53.458123
3155009,Rio Doce,MG,Mata Atlântica,6,0.7633,7.150,9.67,0.573,-20.236237,-42.900658
4104600,Capitão Leônidas Marques,PR,Mata Atlântica,6,0.0833,6.750,1.67,7.218,-25.480953,-53.624373
4305405,Chiapetta,RS,Mata Atlântica,6,0.4267,4.333,6.17,0.158,-27.965508,-53.913208
2706208,Palestina,AL,Caatinga,6,1.0000,2.033,9.00,0.000,-9.686620,-37.308160
4217253,São Pedro de Alcântara,SC,Mata Atlântica,6,0.1117,2.567,3.17,1.018,-27.594660,-48.883342
3201100,Bom Jesus do Norte,ES,Mata Atlântica,6,0.3867,9.883,1.83,0.492,-21.120567,-41.645592
4310207,Ijuí,RS,Mata Atlântica,6,0.0633,7.267,2.50,7.808,-28.341353,-53.875507
3302601,Mangaratiba,RJ,Mata Atlântica,6,0.4367,2.167,16.50,0.000,-22.954520,-44.031460
4302402,Bom Retiro do Sul,RS,Mata Atlântica,6,0.3300,5.650,6.17,0.000,-29.652875,-51.914615
4211207,Morro da Fumaça,SC,Mata Atlântica,6,0.2420,3.700,3.17,0.798,-28.634792,-49.261842
4116604,Nova América da Colina,PR,Mata Atlântica,6,0.6833,3.950,3.83,0.057,-23.324325,-50.732745
4303806,Campinas do Sul,RS,Mata Atlântica,6,0.1283,3.100,4.83,0.157,-27.720245,-52.623268
4115309,Mariópolis,PR,Mata Atlântica,6,0.2400,3.583,6.67,0.002,-26.344175,-52.598777
4317954,Santo Expedito do Sul,RS,Mata Atlântica,6,0.2050,2.917,4.33,0.000,-27.935082,-51.672033
4310751,Ivorá,RS,Mata Atlântica,6,0.1383,5.583,7.00,0.067,-29.519033,-53.593337
1500800,Ananindeua,PA,Amazônia,6,0.2500,7.167,2.50,1.410,-1.331603,-48.368642
4304705,Carazinho,RS,Mata Atlântica,6,0.0533,7.167,4.50,0.095,-28.299950,-52.775065
2407203,Macau,RN,Caatinga,6,0.8767,2.283,35.33,0.032,-5.197947,-36.553938
4216602,São José,SC,Mata Atlântica,6,0.0100,2.017,4.33,4.433,-27.584285,-48.657915
4204194,Chapadão do Lageado,SC,Mata Atlântica,6,0.4600,3.800,7.33,0.103,-27.587252,-49.570913
4202156,Belmonte,SC,Mata Atlântica,6,0.0500,6.017,3.33,0.643,-26.854130,-53.637830
3130002,Ibituruna,MG,Mata Atlântica,6,0.6300,5.667,13.33,0.665,-21.161995,-44.782945
4205605,Galvão,SC,Mata Atlântica,6,0.1617,2.267,7.33,0.723,-26.448795,-52.655598
4305801,Constantina,RS,Mata Atlântica,6,0.0700,7.133,13.00,0.000,-27.671605,-52.962337
4315909,Rodeio Bonito,RS,Mata Atlântica,6,0.0800,3.867,11.67,0.067,-27.450787,-53.146935
4320701,Sobradinho,RS,Mata Atlântica,6,0.0450,4.267,6.00,0.000,-29.413837,-53.037755
3121308,Descoberto,MG,Mata Atlântica,6,0.8283,4.283,3.83,0.228,-21.444377,-42.967028
3112059,Cantagalo,MG,Mata Atlântica,6,0.8967,5.700,24.67,0.082,-18.501298,-42.649503
4107702,Fênix,PR,Mata Atlântica,6,0.4483,3.167,1.33,0.165,-23.928898,-52.045798
4117008,Nova Fátima,PR,Mata Atlântica,6,0.2460,4.883,4.67,1.003,-23.435252,-50.524750
3510609,Carapicuíba,SP,Mata Atlântica,6,,7.300,8.00,0.155,-23.545442,-46.825738
3130606,Inconfidentes,MG,Mata Atlântica,6,0.9317,3.250,5.17,0.183,-22.346132,-46.286835
4300877,Araricá,RS,Mata Atlântica,6,0.5067,3.183,5.33,0.067,-29.636965,-50.930712
3163607,São José do Mantimento,MG,Mata Atlântica,6,1.0000,19.700,10.33,0.000,-20.023988,-41.762098
4204509,Corupá,SC,Mata Atlântica,6,0.1483,3.700,1.67,0.000,-26.479092,-49.336833
3160959,São Domingos das Dores,MG,Mata Atlântica,6,0.9950,5.433,10.50,0.000,-19.535058,-42.023040
4121406,Realeza,PR,Mata Atlântica,5,0.3025,4.900,4.00,0.202,-25.805110,-53.526600
2413201,Senador Georgino Avelino,RN,Mata Atlântica,5,0.7625,5.920,10.25,0.880,-6.159888,-35.135788
2409605,Pedra Preta,RN,Caatinga,5,0.8300,10.240,36.40,0.000,-5.541184,-36.068128
3529401,Mauá,SP,Mata Atlântica,5,,2.260,1.40,0.000,-23.686410,-46.460546
4321493,Toropi,RS,Mata Atlântica,5,0.3960,7.240,6.40,0.422,-29.473308,-54.325236
4116059,Missal,PR,Mata Atlântica,5,0.4220,7.040,4.40,0.000,-25.137168,-54.188210
4313037,Nova Esperança do Sul,RS,Mata Atlântica,5,0.1680,2.280,1.20,1.200,-29.393508,-54.789820
4111704,Jaboti,PR,Mata Atlântica,5,0.8960,2.320,4.40,0.000,-23.734542,-50.078986
4307708,Esteio,RS,Pampa,5,,2.480,2.20,5.318,-29.862266,-51.175696
4320107,Sarandi,RS,Mata Atlântica,5,0.1400,8.900,4.50,0.000,-27.900232,-52.973710
4208450,Itapoá,SC,Mata Atlântica,5,0.0500,4.260,,0.304,-26.084902,-48.649132
4312153,Mato Leitão,RS,Mata Atlântica,5,0.7500,4.820,4.20,7.584,-29.541826,-52.138750
3507209,Borá,SP,Mata Atlântica,5,0.1560,4.940,0.00,0.528,-22.262930,-50.520956
3531100,Mongaguá,SP,Mata Atlântica,5,0.3500,2.420,,0.020,-24.113050,-46.696874
4305900,Coronel Bicaco,RS,Mata Atlântica,5,0.4860,3.560,3.20,1.286,-27.762858,-53.692176
4309506,Guarani das Missões,RS,Mata Atlântica,5,0.2940,4.220,2.40,0.108,-28.204506,-54.568652
4103305,Borrazópolis,PR,Mata Atlântica,5,0.2300,7.280,1.40,6.620,-23.955940,-51.640656
4126355,Serranópolis do Iguaçu,PR,Mata Atlântica,5,0.6040,15.440,15.00,0.372,-25.388044,-54.099490
4126108,São Tomé,PR,Mata Atlântica,5,0.3460,9.880,2.80,5.960,-23.541328,-52.567412
5214804,Nova Aurora,GO,Cerrado,5,0.8100,7.840,10.60,0.000,-18.065596,-48.272552
3530003,Mira Estrela,SP,Mata Atlântica,5,0.6000,3.660,11.40,7.386,-19.965330,-50.105976
2701506,Campo Grande,AL,Mata Atlântica,5,1.0000,5.080,8.20,0.000,-9.987516,-36.765406
3523305,Itariri,SP,Mata Atlântica,5,0.3180,4.220,14.25,0.000,-24.254762,-47.123730
2412401,São José do Seridó,RN,Caatinga,5,0.8080,4.680,10.40,0.228,-6.446240,-36.888270
4201901,Aurora,SC,Mata Atlântica,5,0.0940,5.400,6.00,0.064,-27.302334,-49.617292
4123105,Santa Amélia,PR,Mata Atlântica,5,0.9380,8.180,8.00,0.000,-23.265050,-50.427128
4107520,Esperança Nova,PR,Mata Atlântica,5,0.6620,4.040,6.00,9.900,-23.735728,-53.780358
2919207,Lauro de Freitas,BA,Mata Atlântica,5,,2.360,3.25,0.000,-12.883176,-38.340594
2701308,Cajueiro,AL,Mata Atlântica,5,1.0000,3.180,11.20,0.020,-9.380764,-36.162390
4303103,Cachoeirinha,RS,Pampa,5,0.2900,6.760,1.20,0.000,-29.930864,-51.110660
2516755,Tenório,PB,Caatinga,5,0.6640,4.220,4.20,0.100,-6.984024,-36.671310
4304655,Capão do Cipó,RS,Pampa,5,0.2380,4.420,4.80,0.000,-28.992810,-54.494030
4307815,Estrela Velha,RS,Mata Atlântica,5,0.2320,7.600,2.40,0.140,-29.235800,-53.165324
4111308,Itaúna do Sul,PR,Mata Atlântica,5,0.4920,2.520,7.20,0.150,-22.727660,-52.878548
4318606,São José do Ouro,RS,Mata Atlântica,5,0.1960,3.980,11.20,0.272,-27.799466,-51.533936
4308052,Faxinalzinho,RS,Mata Atlântica,5,0.0260,2.180,3.60,0.290,-27.408518,-52.691042
3165800,Senador José Bento,MG,Mata Atlântica,5,0.9400,3.360,11.00,0.068,-22.172590,-46.161256
5219100,Santa Bárbara de Goiás,GO,Cerrado,5,1.0000,130.100,23.60,0.060,-16.577000,-49.653920
3117207,Conceição das Pedras,MG,Mata Atlântica,5,0.8060,2.500,11.20,0.000,-22.147716,-45.419042
4312005,Mariano Moro,RS,Mata Atlântica,5,0.0260,9.340,2.80,0.000,-27.346018,-52.145280
4311734,Mampituba,RS,Mata Atlântica,5,0.0700,2.660,3.60,0.060,-29.258352,-50.013708
4311403,Lajeado,RS,Mata Atlântica,5,0.1875,3.580,3.80,3.730,-29.438674,-52.044788
4307450,Esperança do Sul,RS,Mata Atlântica,5,0.1140,4.580,5.00,0.792,-27.348836,-54.007304
4304614,Canudos do Vale,RS,Mata Atlântica,5,0.0280,11.320,4.80,0.640,-29.347038,-52.256242
4305157,Cerro Grande,RS,Mata Atlântica,5,0.0580,4.260,5.20,0.054,-27.616324,-53.177074
4315172,Protásio Alves,RS,Mata Atlântica,5,0.0640,3.460,6.40,0.092,-28.775654,-51.488202
4202537,Bom Jesus,SC,Mata Atlântica,5,0.1200,11.300,5.40,0.000,-26.706712,-52.410102
4306957,Entre Rios do Sul,RS,Mata Atlântica,5,0.0100,8.420,10.20,0.040,-27.482348,-52.712530
3525854,Jumirim,SP,Mata Atlântica,5,1.0000,3.420,22.00,0.000,-23.116768,-47.772572
3511904,Clementina,SP,Mata Atlântica,5,1.0000,6.520,8.80,0.000,-21.565076,-50.445622
2514701,São José do Sabugi,PB,Caatinga,5,1.0000,5.040,19.20,0.000,-6.802082,-36.837512
4200754,Alto Bela Vista,SC,Mata Atlântica,5,0.0920,5.300,7.60,0.060,-27.438282,-51.898146
4211652,Novo Horizonte,SC,Mata Atlântica,5,0.0240,3.680,2.40,3.166,-26.481844,-52.785604
4304309,Cândido Godói,RS,Mata Atlântica,5,0.2300,2.440,7.00,0.000,-27.958842,-54.672456
1100296,Santa Luzia D'Oeste,RO,Amazônia,5,0.9940,4.800,4.60,1.034,-12.126154,-61.757992
4215075,Riqueza,SC,Mata Atlântica,5,0.0200,6.060,1.80,0.000,-26.961146,-53.346546
3145406,Olaria,MG,Mata Atlântica,5,0.5500,10.320,6.80,3.694,-21.913568,-43.961178
4322855,Vespasiano Corrêa,RS,Mata Atlântica,5,0.2540,4.300,3.60,0.050,-29.046582,-51.857258
5200209,Água Limpa,GO,Mata Atlântica,5,0.9160,20.600,3.80,0.488,-18.025894,-48.821874
3542008,Quintana,SP,Mata Atlântica,5,0.7300,4.980,10.60,0.000,-22.093322,-50.328988
3122207,Divinolândia de Minas,MG,Mata Atlântica,5,0.9180,6.760,6.00,0.850,-18.769668,-42.544982
3513306,Cruzália,SP,Mata Atlântica,5,0.6360,16.820,20.80,1.244,-22.702864,-50.730680
3519501,Ibirarema,SP,Mata Atlântica,5,0.6080,11.300,5.60,3.858,-22.825834,-50.062778
3127370,Goiabeira,MG,Mata Atlântica,5,1.0000,6.540,4.00,0.000,-19.043748,-41.241348
4315800,Roca Sales,RS,Mata Atlântica,4,0.0400,4.900,4.25,6.295,-29.244695,-51.822460
2919108,Lamarão,BA,Caatinga,4,1.0000,5.475,13.75,0.065,-11.808843,-38.915060
4322251,Tupandi,RS,Mata Atlântica,4,0.1850,8.800,2.75,0.290,-29.503760,-51.412463
2600054,Abreu e Lima,PE,Mata Atlântica,4,0.8100,4.600,,0.497,-7.900512,-35.021605
4323606,Vista Alegre do Prata,RS,Mata Atlântica,4,0.1075,5.600,4.00,1.667,-28.808785,-51.782475
4120655,Quarto Centenário,PR,Mata Atlântica,4,0.6850,2.475,5.00,0.240,-24.315715,-53.122800
2506202,Frei Martinho,PB,Caatinga,4,0.7033,4.850,21.50,1.790,-6.402253,-36.469655
2406155,Jundiá,RN,Mata Atlântica,4,0.9000,4.675,56.75,0.932,-6.223187,-35.335485
4115358,Maripá,PR,Mata Atlântica,4,0.5100,10.925,0.00,4.257,-24.418082,-53.838152
4315958,Rolador,RS,Mata Atlântica,4,0.2500,5.075,4.25,0.693,-28.219223,-54.859740
3132602,Itamarati de Minas,MG,Mata Atlântica,4,0.5825,4.475,10.25,0.605,-21.418985,-42.847420
2805000,Pedra Mole,SE,Caatinga,4,0.9950,7.400,10.75,0.175,-10.655010,-37.669423
3204203,Piúma,ES,Mata Atlântica,4,0.9500,5.575,11.00,0.000,-20.828193,-40.754410
